# E1 [GeV/n] E2 10^n F [/m^2/s/str/(GeV/n)] dF1 dF2 10^n (ref. Apanasenko 2001)
0.80 1.40 4 1.46 +0.25 -0.25 -7
1.40 2.60 4 2.80 +0.57 -0.57 -8
2.60 4.20 4 5.77 +1.02 -1.02 -9
4.20 7.00 4 1.56 +0.38 -0.38 -9
0.70 1.40 5 2.95 +1.35 -0.95 -10
1.40 5.00 5 1.84 +1.78 -1.00 -11
0.50 3.00 6 8.80 +20.2 -7.31 -13
