# Ackermann et al. 2012
# E1[GeV] E2[GeV] F[GeV-1/s/m^2/sr] dF_stat dFsys+ dFsys-
20.0	25.2	154e-4	1e-4	14e-4	14e-4
25.2	31.7	72.8e-4	.6e-4	6.5e-4	6.5e-4
31.7	39.9	34.1e-4	.4e-4	2.5e-4	2.5e-4
39.9	50.2	16.1e-4	.3e-4	1.2e-4	1.2e-4
50.2	63.2	7.89e-4	.28e-4	.58e-4	.58e-4
63.2	79.6	3.66e-4	.23e-4	.27e-4	.27e-4
79.6	100	1.67e-4	.21e-4	.12e-4	.12e-4
100	126	.97e-4	.12e-4	.08e-4	.08e-4
126	159	.481e-4	.085e-4	.039e-4	.039e-4
159	200	.214e-4	.069e-4	.011e-4	.011e-4
